code,name,constituency_id,num_voters
F020901,D/A PRIM SCH WAMASE,127,711
F020902,D/A JHS. WAMASE,127,470
F020903,D/A PRIM. SCH.KOKOTENTEN,127,601
F020904,D/A PRIM SCH ADUBENSASO,127,234
F021001A,D/A JHS ADAMSO,127,375.5
F021001B,D/A JHS ADAMSO,127,375.5
F021002,D/A PRIMA. SCH. ASASEBOMBESEA,127,269
F021003,D/A PRIM SCH FENASO NKWANTA,127,539
F021004,CMB SHED ABOAGYEKROM,127,260
F021005,D/A PRIM SCH MENSAKROM,127,107
F021101,R/C PRIM. SCH. AMPUNYASE,127,519
F021102,AMPUNYASE AREA COUNCIL,127,513
F021103,R/C JHS AMPUNYASE,127,498
F021104,D/A PRIM. SCH. AMPUNYASE NKWANTA,127,495
F021105,ADUKROABA CHIEF PALACE,127,385
F021106A,D/A J.H.S KUBI KWANTO,127,437
F021106B,D/A J.H.S KUBI KWANTO,127,437
F021107,D/A PRIM. SCH. TAKYIKROM,127,346
F021108,D/A PRIM SCH ADOM NYAME,127,276
F021109,D/A PRIMARY SCHOOL. MANUKROM,127,325
F030101,CHIEF?S PALACE KUSA,128,593
F030102,METH. PRIM SCH. KUSA,128,351
F030103,PENTECOST CHURCH DENKYIE,128,195
F030201,COUNCIL HALL FOMENA,128,341
F030202,D/A PRIM. SCH. FOMENA,128,605
F030203,PRISON CAMP NEW AYAASE,128,550
F030301A,SALVATION ARMY CHURCH FOMENA.,128,476.5
F030301B,SALVATION ARMY CHURCH FOMENA.,128,476.5
F030302A,AHMEDIYYA SNR HIGH SCH. FOMENA.,128,505
F030302B,AHMEDIYYA SNR HIGH SCH. FOMENA.,128,505
F030303,CHIEF?S PALACE FOMENA,128,577
F030401,CATHOLIC PRIM. SCH. OLD AYAASE,128,449
F030402,D/A JHS OLD AYAASE,128,537
F030403,D/A PRIM. BENA,128,197
F030501,DOMPOASE S.H.S,128,699
F030502,DIST. EDUC. OFFICE DOMPOASE 1,128,590
F030503A,DIST. EDUC. OFFICE DOMPOASE 2,128,375.5
F030503B,DIST. EDUC. OFFICE DOMPOASE 2,128,375.5
F030601,DEMONSTRATION JHS DOMPOASE,128,289
F030602,MARKET SQUARE DOMPOASE,128,731
F030603,BUABIN D/A JHS DOMPOASE,128,532
F030701,BUABIN D/A PRIM. DOMPOASE,128,319
F030702,COCOA SHED DOMPOASE,128,532
F030703,DEMO PRIM. SCH. DOMPOASE,128,213
F030801,D/A PRIM. SCH. AGOGOOSO,128,459
F030802,ADOKWAI METH. PRIM. SCH.,128,569
F030803,D/A PRIM. SCH. AHINSAN,128,621
F030804,COCOA SHED OLD TOWN ADOKWAI,128,272
F030901,D/A JHS. MEDOMA,128,561
F030902,ROMAN CATHOLIC PRIM. MEDOMA,128,671
F030903,D/A JHS KYEABOSO,128,362
F030904,METH. PRIM. SCH. OLD EDUBIASE,128,576
F031001,D/A PRIM. SCH. OLD AKROFUOM,128,361
F031002,D/A PRIM. SCH. BURA,128,215
F031003,D/A PRIM. SCH. ANYINABREM,128,568
F031004,D/A PRIM. SCH. SODUA,128,212
F031101,D/A PRIM. SCH. BOBRIASE 1,128,162
F031102,D/A PRIM. SCH. BOBRIASE 2,128,169
F031103,D/A JHS BOBRIASE 1,128,673
F031104,D/A JHS BOBRIASE 2,128,619
F031201,CHIEF?S PALACE AKROKERRIFIE 1,128,510
F031202,CHIEF?S PALACE AKROKERRIFIE 2,128,528
F031203A,ASARE BEDIAKO SNR HIGH SCH.,128,484.5
F031203B,ASARE BEDIAKO SNR HIGH SCH.,128,484.5
F031204,METH. PRIM. SCH. AKROKERRIFIE,128,693
F031205,SOCIAL CENTRE AKROKERRIFIE,128,445
F031301,METHODIST CHURCH AKROKERRI,128,625
F031302,D/A JHS SAMPAKROM,128,558
F031401,R/C PRIM. SCH. ADUMANU 1,128,444
F031402,R/C PRIM. SCH. ADUMANU 2,128,474
F031403,D/A PRIM SCH. ABADWUM,128,673
F031501,R/C PRIM. SCH. KWAPIA  1,128,580
F031502,R/C PRIM. SCH. KWAPIA  2,128,619
F031503,D/A PRIM. SCH. PATAKRO 1,128,588
F031504,D/A PRIM. SCH. PATAKRO 2,128,535
F031505A,HEALTH CENTRE WIOSO,128,467.5
F031505B,HEALTH CENTRE WIOSO,128,467.5
F031601A,D/A PRIM SCH. DADWEN  1,128,398.5
F031601B,D/A PRIM SCH. DADWEN  1,128,398.5
F031602A,D/A PRIM SCH. DADWEN  2,128,380
F031602B,D/A PRIM SCH. DADWEN  2,128,380
F031603A,D/A JHS KYEKYEWERE   1,128,450
F031603B,D/A JHS KYEKYEWERE   1,128,450
F031604A,D/A JHS KYEKYEWERE   2,128,462.5
F031604B,D/A JHS KYEKYEWERE   2,128,462.5
F031605A,RADIENT LIFE MINISTRY KYEKYEWERE,128,532.5
F031605B,RADIENT LIFE MINISTRY KYEKYEWERE,128,532.5
F040101,D/A JHS ?1? ASOKWA,129,619
F040102,D/A JHS ?2? ASOKWA,129,671
F040103,D/A JHS ?3? ASOKWA,129,524
F040104,ARMAJARO COCOA SHED ASOKWA,129,659
F040105,CHRIST APOSTOLIC CH. INT. ASOKWA,129,629
F040201,DAY CARE CENTRE BROFOYEDRU,129,317
F040202,METH. JHS BROFOYEDRU,129,337
F040203,METH. MISSION HOUSE BROFOYEDRU,129,278
F040204,D/A PRIM. SCH. ATATAM,129,245
F040301,R/C PRIM. SCH. BROFOYEDRU,129,275
F040302,UNITED JHS BROFOYEDRU,129,287
F040303,CHIEF?S PALACE BROFOYEDRU,129,275
F040401,D/A JHS BODWESANGO,129,444
F040402,SDA PRIM. SCH. BODWESANGO  1,129,610
F040403,SDA PRIM. SCH. BODWESANGO  2,129,437
F040501,METHODIST PRIM. SCH. BODWESANGO,129,619
F040502,AHENFIE BODWESANGO,129,535
F040601,D/A PRIM. SCH. AGYENKWASO,129,407
F040602,D/A PRIM. SCH. PIPIISO,129,720
F040603,D/A JHS PIPIISO,129,652
F040701,D/A PRIM. SCH. ABOABO NO. 1,129,456
F040702,MARKET SQUARE ABOABO 1,129,452
F040703,MARKET SQUARE ABOABO 2,129,499
F040704,METH. PRIM. SCH. ABOABO,129,547
F040801,D/A PRIM. SCH. NKONSA,129,382
F040802,D/A PRIM. SCH. NYANKOMASE,129,712
F040901,D/A PRIM. SCH. SAPONSO,129,306
F041001,D/A PRIM. SCH. MEM,129,436
F041101,D/A PRIM. SCH. NSOKOTE 1,129,502
F041102,D/A PRIM. SCH. NSOKOTE 2,129,415
F041103,D/A PRIM SCH.  ANOMABO,129,639
F041104,D/A PRIM SCH.  NYAMENAOSE,129,293
F041201,D/A PRIM. SCH. FUMSO KETEWA,129,517
F041202,D/A PRIM SCH. ASIRIFIKROM,129,573
F041203,D/A PRIM. SCH. MOSIKROM,129,251
F041204,COCOA SHED KROBO,129,314
F041301,D/A PRIM SCH. ANSA,129,645
F041302,D/A PRIM. SCH. DASUBIMADWENE,129,423
F041303,PENTECOST CHURCH  ANITOA,129,312
F041401,R/C PRIM. SCH. NKWANTENSO,129,449
F041402,TEMP BOOTH SIANA,129,401
F041501,D/A PRIM. SCH. ODEM,129,338
F041502,D/A PRIM. SCH. ANHWIAM,129,290
F041601,R/C JHS FUMSO,129,458
F041602,ZONGO AREA FUMSO,129,612
F041603,MARKET SQUARE FUMSO   1,129,676
F041604,MARKET SQUARE FUMSO   2,129,711
F041605,MARKET SQUARE FUMSO   3,129,669
F041606,PRIVILEGE INT. SCH. FUMSO 1,129,481
F041607,PRIVILEGE INT. SCH. FUMSO  2,129,476
F041608,D/A PRIM. SCH NYAMEBEKYERE,129,254
F041701,D/A PRIM. SCH. KOJO NKWANTA 1,129,392
F041702,D/A PRIM. SCH. KOJO NKWANTA 2,129,402
F041703,D/A PRIM. SCH. AGOGOOSO,129,588
F041801,D/A PRIM. SCH. ANWONA,129,409
F041802,D/A JHS ANWONA,129,456
F041803,D/A PRIM. SCH. ADOPOSO,129,267
F041901,D/A PRIM. SCH. MENSAKROM,129,282
F041902,D/A PRIM. SCH. BIAKWASO,129,522
F041903,D/A PRIM. SCH. AKROMASO,129,207
F042001,D/A PRIM. SCH. ANHWIASO 1,129,605
F042002,D/A PRIM. SCH. ANHWIASO 2,129,579
F042003,D/A JHS ANHWIASO 1,129,499
F042004,D/A JHS ANHWIASO 2,129,500
F042005,D/A PRIM. SCH. BADWE,129,219
F042101,D/A JHS NEW AKROFUOM,129,656
F042102,D/A PRIM. SCH. NEW AKROFUOM,129,563
F042201,D/A PRIM. SCH. KONSIMWAA,129,467
F042202,AFRICAN FAITH PRIM. SCH. KOBIN,129,395
F042301,D/A PRIM. SCH. PEWODIE 1,129,279
F042302,D/A PRIM. SCH. PEWODIE 2,129,274
F042303,D/A PRIM SCH DUAPOMPO,129,338
F042304,D/A PRIM. SCH. NYAMEKROM,129,423
F042401,D/A PRIM. SCH. AYOKOA,129,640
F042402A,D/A PRIM. AKWANSREM,129,382
F042402B,D/A PRIM. AKWANSREM,129,382
F042403,D/A JHS AKWANSREM,129,616
F042501,D/A PRIM. SCH. CHIRABROSO,129,542
F042502,METH PRIM. SCH. BUKRUWASO,129,305
F042503,D/A JHS HWIREMOASE,129,500
F042504,METH. PRIM. SCH. HWIREMOASE,129,448
F042601A,D/A PRIM SCH. ADIEMBRA,129,395.5
F042601B,D/A PRIM SCH. ADIEMBRA,129,395.5
F042602,D/A JHS TEWOBABI  1,129,336
F042603,D/A JHS TEWOBABI  2,129,442
F042604,COCOA SHED YAW DANKWA,129,140
F042701,D/A PRIM. SCH. NYANKUMASU,129,455
F042702,CHIEF?S PALACE NYAMEBEKYERE,129,367
F042703,PENTECOST CHURCH TASILIMAN,129,212
F050101,METH PRI SCH SANSO,130,451
F050102,MARKET SQUARE SANSO,130,550
F050103,METH JHS SANSO,130,437
F050104,M/A PRIMARY SCHOOL  AWONA,130,217
F050201,METH PRI ANYINAM 1,130,446
F050202,METH PRI ANYINAM 2,130,431
F050203,ANYINAM METH SCH 1,130,344
F050204,ANYINAM METH SCH 2,130,423
F050205,ANYINAM METH PRIM,130,431
F050206,BRUNO ESTATES,130,611
F050207,ROUND ABOUT DANQUAH ESTATES,130,369
F050208,FOOTBAL PITCH A&B LINE,130,501
F050209,TRANSFORMER STATION 1,130,293
F050210,TRANSFORMER STATION 2,130,347
F050211,BUS STOP LINE E.F AND G,130,426
F050212,BUS STOP TINYROWLAND,130,583
F050301,CHIEF PALACE KUNKA 1,130,623
F050302,CHIEF PALACE KUNKA 2,130,720
F050303,CHIEF PALACE KUNKA 3,130,635
F050304A,BIBLE BELIEVERS CHURCH,130,537.5
F050304B,BIBLE BELIEVERS CHURCH,130,537.5
F050305A,KUNKA CLINIC,130,374.5
F050305B,KUNKA CLINIC,130,374.5
F050306A,MARKET SQUARE KUNKA 1,130,426.5
F050306B,MARKET SQUARE KUNKA 1,130,426.5
F050307A,MARKET SQUARE KUNKA 2,130,395.5
F050307B,MARKET SQUARE KUNKA 2,130,395.5
F050308A,NANA WIREDU MEM SCH,130,404.5
F050308B,NANA WIREDU MEM SCH,130,404.5
F050309A,UGM CHURCH KUNKA,130,429
F050309B,UGM CHURCH KUNKA,130,429
F050310A,METH PRI MIMARIWA,130,410
F050310B,METH PRI MIMARIWA,130,410
F050311,M/A PRIM SCH ADAASE,130,712
F050312A,COUNCIL QUARTERS,130,386
F050312B,COUNCIL QUARTERS,130,386
F050313A,GOLDEN ICON HOTEL BIAKOYEDEN,130,388
F050313B,GOLDEN ICON HOTEL BIAKOYEDEN,130,388
F050314A,COCOA SHED NANA PONKO,130,415
F050314B,COCOA SHED NANA PONKO,130,415
F050401,COKE DEPOT NYAMESO 1,130,410
F050402,COKE DEPOT NYAMESO 2,130,215
F050403,COKE DEPOT NYAMESO 3,130,300
F050404,EXPERIMENTAL PRI SCH BIDIEM 1,130,525
F050405,EXPERIMENTAL PRI SCH BIDIEM 2,130,472
F050406,COCOA MERCHANT NYAMESO,130,359
F050501,M/A PRIM SCH BINSERE 1,130,602
F050502,M/A PRIM SCH BINSERE 2,130,482
F050503,M/A PRIM SCH DOKYIWA,130,549
F050504,M/A PRIM SCH NTONSUA,130,390
F050505,M/A PRIM SCH APITIKOOKO,130,529
F050506,AGA COMMUNITY SCHOOL NHYIAESO,130,685
F050601,DAY CARE CENTRE BOGOBIRI 1,130,428
F050602,DAY CARE CENTRE BOGOBIRI 2,130,374
F050603,NANA WIREDU MEM SCH BOGOBIRI 1,130,428
F050604,NANA WIREDU MEM SCH BOGOBIRI 2,130,414
F050605,INT. CENTRAL GOSPEL CH. BOGOBIRI,130,316
F050701,CHRIST REVIVAL CHURCH 1,130,691
F050702,CHRIST REVIVAL CHURCH 2,130,660
F050703A,BAPTIST CHURCH NKANPROM,130,438.5
F050703B,BAPTIST CHURCH NKANPROM,130,438.5
F050704,DURBAR GROUNDS NKANPROM 1,130,605
F050705,DURBAR GROUNDS NKANPROM 2,130,593
F050801,ISLAMIC SCHOOL GAUSO 1,130,491
F050802,ISLAMIC SCHOOL GAUSO 2,130,497
F050803,FREEEMAN INT?L SCH GAUSO 1,130,449
F050804,FREEEMAN INT?L SCH GAUSO 2,130,545
F050805,MARKET SQUARE GAUSO 1,130,486
F050806,MARKET SQUARE GAUSO 2,130,438
F050807,MOSQUE GAUSO,130,434
F050901A,HOUSE OF POWER CHURCH MENSAKROM,130,468
F050901B,HOUSE OF POWER CHURCH MENSAKROM,130,468
F050902,HOLY CHILD PREP. SCHOOL MENSAKROM,130,722
F050903,COVENANT HOUSE CHAPEL RIDGE,130,713
F050904,ENNIFIL INT SCH GAUSO EXTENSION 1,130,744
F050905A,ENNIFIL INT SCH GAUSO EXTENSION 2,130,406.5
F050905B,ENNIFIL INT SCH GAUSO EXTENSION 2,130,406.5
F051001,ADMIN BLK ?O? SEC TECH 1,130,682
F051002,ADMIN BLK ?O? SEC TECH 2,130,442
F051003,ADMIN BLK 2 ?O? SEC TECH 1,130,488
F051004,ADMIN BLK 2 ?O? SEC TECH 2,130,447
F051005,SCIENCE BLK ?O? SEC TECH,130,572
F051006,JUST LOVE INT SCHOOL ABANKROM 1,130,484
F051007,JUST LOVE INT SCHOOL ABANKROM 2,130,460
F051101,ST JUDE HOSPITAL BIDIESO 1,130,375
F051102,ST JUDE HOSPITAL BIDIESO 2,130,336
F051103,M/A PRIM SCH BEDIESO,130,437
F051104,M/A JHS BEDIESO,130,393
F051105,CMB SHED MANGOASE 1,130,591
F051106,CMB SHED MANGOASE 2,130,570
F051107,SAM BUACHE MEM SCH KULAM,130,519
F051201,BAPTIST CHURCH OLD ESTATE 1,130,461
F051202,BAPTIST CHURCH OLD ESTATE 2,130,439
F051203,PRESBY JHS OLD ESTATE 1,130,593
F051204,PRESBY JHS OLD ESTATE 2,130,449
F051205,HOUSING CORP OFFICE NEW ESTATE,130,392
F051206,HOUSING CORP CLINIC 1,130,364
F051207,HOUSING CORP CLINIC 2,130,548
F051208,TOP HILL NEW ESTATE,130,588
F051301,CHIEF PALACE ABOMPEKROM 1,130,454
F051302,CHIEF PALACE ABOMPEKROM 2,130,448
F051303A,NEIBOURHOOD HOSP ABOMPEKROM 1,130,377
F051303B,NEIBOURHOOD HOSP ABOMPEKROM 1,130,377
F051304,NEIBOURHOOD HOSP ABOMPEKROM 2,130,738
F051305,SARAH DWAAH MEM. SCHOOL MENSEM,130,613
F051401,PENTECOST CHURCH KOKOTEASUA,130,733
F051402,HEALING CH. OF SALVATION KOKOTEASUA,130,488
F051403,MARKET SQUARE KOKOTEASUA,130,672
F051404,HOLY FAMILY SCH KOKOTEASUA,130,565
F051405,DEEPER LIFE CHURCH KOKOTEASUA,130,626
F051501,ANGLICAN SCH NEW NSUTA 1,130,240
F051502,ANGLICAN SCH NEW NSUTA 2,130,313
F051503,SALVATION SCH NEW NSUTA 1,130,211
F051504,SALVATION SCH NEW NSUTA 2,130,160
F051505,PRESBY PRIM (A) NEW NSUTA,130,276
F051506,PRESBY PRIM (B) NEW NSUTA,130,243
F051507,WOODWORK CENTRE NEW NSUTA,130,336
F051601,PRISONS CANTEEN EMUYE 1,130,403
F051602,PRISONS CANTEEN EMUYE 2,130,297
F051603,PRISONS CANTEEN EMUYE 3,130,385
F051604,QUEEN EGYIMA INT SCH AUNTIE BEA 1,130,385
F051605,QUEEN EGYIMA INT SCH AUNTIE BEA 2,130,350
F051701,ST THOMAS CATH PRIM SCH ZONGO 1,130,376
F051702,ST THOMAS CATH PRIM SCH ZONGO 2,130,406
F051703,ISLAMIC RESEARCH CENTRE,130,605
F051801,TOWN HALL OBUASI 1,130,456
F051802,TOWN HALL OBUASI 2,130,378
F051803,OSA BUS STOP OBUASI,130,376
F051804,DAY CARE CENTRE OBUASI,130,343
F051805,CIRCUIT COURT OBUASI,130,308
F051901,METH JHS ANTOBOASE 1,130,277
F051902,METH JHS ANTOBOASE 2,130,248
F051903,OLD COUNCIL OFFICE ANTOBOASE,130,357
F051904,OLD COUNCIL HALL ANTOBOASE,130,209
F051905,AGA PAY OFFICE ONYINASE,130,382
F060101,MAGISTRATE COURT GD II. WAWASI,131,570
F060102,HOSPITAL MAIN GATE AGA/CLUB 10. WAWASI 1,131,505
F060103,HOSPITAL MAIN GATE AGA/CLUB 10. WAWASI 2,131,506
F060201,ST. JOSEPH PRIM SCH. WAWASI,131,255
F060202,CENTRAL MOSQUE. WAWASI,131,506
F060203,DURBAR GROUNDS. WAWASI,131,371
F060301,SNR STAFF QRTS. PTP 1,131,324
F060302,SNR STAFF QRTS. PTP 2,131,383
F060303,ST. JOSEPH JHS 3. WAWASI,131,239
F060304,DAY CARE CENTRE. WAWASI,131,166
F060305,MOINSY VALLEY. PTP,131,651
F060401,SDA CHURCH. ANYIMADUKROM 1,131,511
F060402,SDA CHURCH. ANYIMADUKROM 2,131,485
F060403,PADMORE JHS. KWABRAFOSO,131,547
F060501,BLACK STAR HOTEL. KWABRAFOSO,131,492
F060502,ADANSI HIGH INT SCH. KWABRAFOSO,131,632
F060601,L/A PRIM SCH(P2). KWABRAFOSO 1,131,387
F060602,L/A PRIM SCH(P2). KWABRAFOSO 2,131,407
F060603,L/A PRIM SCH(P6). KWABRAFOSO,131,427
F060701,JOHN TAYLOR CHURCH. SAMPSONKROM,131,701
F060702,ST. PHILIP INT SCH. SAMPSONKROM,131,684
F060801,METH UPPER. NKWADUM 1,131,478
F060802,METH UPPER. NKWADUM 2,131,279
F060803,METH JHS. NKWADUM 1,131,277
F060804,METH JHS. NKWADUM 2,131,284
F060805,ANAMON HYIREN INTL. SCH. TUTUKA,131,410
F060806,CENTRAL MOSQUE. TUTUKA,131,390
F060901,APATASI. SIKAFOAMANTEM 1,131,431
F060902,APATASI. SIKAFOAMANTEM 2,131,323
F060903,SISALA HUT. SIKAFOAMANTEM 1,131,303
F060904,SISALA HUT. SIKAFOAMANTEM 2,131,270
F060905,BRYANT MISSION SCHOOL. ABOAGYEKROM 1,131,434
F060906,BRYANT MISSION SCHOOL. ABOAGYEKROM 2,131,376
F061001,R/C PRIM SCH. DIAWUOSO,131,675
F061002,METH PRI SCH. JIMISO KAKRABA,131,509
F061003,M/A PRIM SCH. AYIASE,131,475
F061004,M/A JHS. ODUMASI 1,131,486
F061005,M/A JHS. ODUMASI 2,131,563
F061006,M/A PRIM SCHOOL. ODUMASI 1,131,528
F061007,M/A PRIM SCHOOL. ODUMASI 2,131,519
F061101,M/A JHS. HASONYEWODEA 1,131,656
F061102,M/A JHS. HASONYEWODEA 2,131,460
F061103,M/A PRIM SCH. HASONYEWODEA 1,131,424
F061104,M/A PRIM SCH. HASONYEWODEA 2,131,519
F061105,M/A PRIM SCH. KWAMEDUAKROM,131,624
F061201,AWUDU SALAMI HOUSE. TIATIASO 1,131,324
F061202,AWUDU SALAMI HOUSE. TIATIASO 2,131,428
F061203,KOO-KWANKYE. TIATIASO 1,131,372
F061204,KOO-KWANKYE. TIATIASO 2,131,339
F061301,PIPE LINE. BOETE 1,131,355
F061302,PIPE LINE. BOETE 2,131,307
F061303,PIPE LINE. BOETE 3,131,372
F061304,FIRE SERVICE STATION. BOETE,131,669
F061305,MARKET SQUARE. BOETE 1,131,548
F061306,MARKET SQUARE. BOETE 2,131,561
F061307,GENERAL SPEARS UPPER PRIM. BOETE,131,521
F061308,M/A JHS. BOETE,131,482
F061309,GENERAL SPEARS LOWER PRIM. BOETE,131,564
F061401,NANA PEPERAH INT SCH. BRAHABEBOME,131,445
F061402,JITA ACADEMY. BRAHABEBOME 1,131,515
F061403,JITA ACADEMY. BRAHABEBOME 2,131,561
F061404,INDEPENDENCE PRIM SCH. BRAHABEBOME 1,131,436
F061405,INDEPENDENCE PRIM SCH. BRAHABEBOME 2,131,438
F061406,INDEPENDENCE PRIM SCH. BRAHABEBOME 3,131,485
F061407,INDEPENDENCE JHS. BRAHABEBOME 1,131,385
F061408,INDEPENDENCE JHS. BRAHABEBOME 2,131,295
F061409,ATO PLANS 1. BRAHABEBOME,131,487
F061410,ATO PLANS 2. BRAHABEBOME,131,457
F061501,LOW COST. BRAHABEBOME 1,131,662
F061502,LOW COST. BRAHABEBOME 2,131,659
F061503A,BOSSMAN. (NEW AKAP) EXT 1,131,379
F061503B,BOSSMAN. (NEW AKAP) EXT 1,131,379
F061504,BOSSMAN. (NEW AKAP) EXT 2,131,710
F061505,PENTECOST CHURCH. AKAPORISO,131,722
F061601,R/C CHURCH. AKAPORISO 1,131,335
F061602,R/C CHURCH. AKAPORISO 2,131,423
F061603,ST. CYRIL ANGLICAN SCH. AKAPORISO,131,423
F061604,MARKET SQUARE. AKAPORISO 1,131,377
F061605,MARKET SQUARE. AKAPORISO 2,131,460
F061606,MOZAMA DISCO CHURCH. AKAPORISO 1,131,496
F061607,MOZAMA DISCO CHURCH. AKAPORISO 2,131,481
F061608,ABUSCO INT SCH. AKAPORISO 1,131,454
F061609,ABUSCO INT SCH. AKAPORISO 2,131,416
F061610,LOVELY HOME ACADEMY. AKAPORISO NEW SITE,131,650
F061611,TRANSFORMER STATION. AKAPORISO NEW SITE,131,538
F061612,CHRIST THE KING SHS. AKAPORISO,131,725
F061701,DAY CARE CENTRE. POMPOSO 1,131,573
F061702,DAY CARE CENTRE. POMPOSO 2,131,613
F061703,MAAME FINBAH INT SCH. POMPOSO 1,131,630
F061704,MAAME FINBAH INT SCH. POMPOSO 2,131,586
F061705,NAKABA CHURCH. POMPOSO 1,131,571
F061706,NAKABA CHURCH. POMPOSO 2,131,593
F061707A,METH CHURCH. ASONKORE,131,469
F061707B,METH CHURCH. ASONKORE,131,469
F061708A,GOSPEL POWER CHAPEL. ASONKORE,131,382.5
F061708B,GOSPEL POWER CHAPEL. ASONKORE,131,382.5
F061709A,OMA PRIM SCH. ASONKORE,131,453.5
F061709B,OMA PRIM SCH. ASONKORE,131,453.5
F061710A,FREEDOM ACADEMY SCHOOL. ASONKORE,131,395.5
F061710B,FREEDOM ACADEMY SCHOOL. ASONKORE,131,395.5
F061801,M/A PRIM SCH. KWABENAKWAKROM 1,131,663
F061802,M/A PRIM SCH. KWABENAKWAKROM 2,131,641
F061803,CHIEF PALACE. KWABENAKWAKROM 1,131,658
F061804,CHIEF PALACE. KWABENAKWAKROM 2,131,714
F061805,CHIEF PALACE. NYAMESOMYEDE,131,463
F061901,COCOA SHED. DOMIABRA,131,634
F061902,R/C PRIM SCH. MAMPAMHWE 1,131,407
F061903,R/C PRIM SCH. MAMPAMHWE 2,131,512
F070101,AKYEREMADE JHS,132,587
F070102,ADWESO JHS,132,340
F070103,EDWINASE M/A PRIM SCH,132,312
F070104,ABOASO METH PRI SCH,132,336
F070105,R/C CHURCH MONNOR,132,197
F070106,MENSASE PRESBY PRIM SCH,132,492
F070201,KOKOFU M/A JHS 1,132,366
F070202,KOKOFU M/A JHS 2,132,348
F070203,KOKOFU UNITED JHS 1,132,578
F070204,KOKOFU UNITED JHS 2,132,333
F070205,M/A PRIM SEBEDIE,132,303
F070206,CHIEF'S PALACE ANYINAM,132,161
F070207A,OPPONG MEMORIAL SHS,132,501.5
F070207B,OPPONG MEMORIAL SHS,132,501.5
F070301,ASAMANG M/A JHS,132,612
F070302,FORECOURT ODIKRO'S HSE ASANKARE,132,53
F070303,BEDOMASE M/A PRIM SCH,132,395
F070304,NKYEKYEAM DURBAR GROUNDS,132,281
F070401,ESUMEJA R/C PRIM SCH,132,656
F070402,ESUMEJA M/A JHS,132,598
F070403,KYEKYEWERE M/A PRIM,132,154
F070404,BOAMANG DURBAR GROUNDS,132,333
F070405,M/A PRIM BETINKO,132,157
F070406,CHIRANSA M/A PRIM SCH,132,256
F070407,SEFWI METH PRIM SCH,132,486
F070501,DOMINASE M/A PRIM 1,132,585
F070502,DOMINASE M/A PRIM 2,132,588
F070503,DOMINASE M/A JHS 1,132,685
F070504,DOMINASE M/A JHS 2,132,701
F070505,DOMINASE METH PRIM 1,132,427
F070506,DOMINASE METH PRIM 2,132,476
F070507,DOMINASE METH JHS,132,488
F070508,WAWASE COMMUNITY CENTRE,132,344
F070601A,ADJAMESU ZION PRIM NO 1,132,439.5
F070601B,ADJAMESU ZION PRIM NO 1,132,439.5
F070602A,ADJAMESU ZION PRIM NO 2,132,412.5
F070602B,ADJAMESU ZION PRIM NO 2,132,412.5
F070603,ADJAMESU M/A JHS 1,132,637
F070604,ADJAMESU M/A JHS 2,132,565
F070701,M/A JHS SENFI 1,132,426
F070702,M/A JHS SENFI 2,132,438
F070703,M/A PRIM SCH SENFI,132,537
F070704,METH PRIM BROSANKRO,132,190
F070801,R/C PRIM OFOASE KOKOBEN 1,132,589
F070802,R/C PRIM OFOASE KOKOBEN 2,132,549
F070803,M/A JHS (POWER LINE) OFOASE KOKOBEN,132,637
F070804,R/C JHS '1' OFOASE KOKOBEN,132,747
F070805A,R/C JHS '2' OFOASE KOKOBEN,132,382
F070805B,R/C JHS '2' OFOASE KOKOBEN,132,382
F070901A,M/A JHS ANWIANKWANTA 1,132,456.5
F070901B,M/A JHS ANWIANKWANTA 1,132,456.5
F070902A,M/A JHS ANWIANKWANTA 2,132,375
F070902B,M/A JHS ANWIANKWANTA 2,132,375
F070903,PRESBY PRIM SCH KYEKYEWERE,132,514
F070904,M/A JHS AKYEASE,132,402
F070905,DAA M/A PRIM SCH,132,365
F070906,ANG. PRIM SCH DENYASE 1,132,632
F070907,ANG. PRIM SCH DENYASE 2,132,608
F070908,NEW ABENKYIM M/A PRIM SCH,132,667
F070909,PATASE M/A KG,132,495
F070910,APAASO M/A KG,132,133
F070911,DURBAR GROUNDS ABENKYIM,132,250
F071001,HUNTADO M/A PRIM SCH 1,132,404
F071002,HUNTADO M/A PRIM SCH 2,132,327
F071003,HUNTADO M/A JHS,132,378
F071004,R/C PRIM SCH BONI 1,132,524
F071005,R/C PRIM SCH BONI 2,132,538
F071006,R/C JHS BONI 1,132,494
F071007,R/C JHS BONI 2,132,478
F071101A,POANO M/A JHS 1,132,409
F071101B,POANO M/A JHS 1,132,409
F071102,POANO M/A JHS 2,132,695
F071103,POANO METH PRIM SCH,132,420
F071104,R/C PRIM SCH. POANO 1,132,662
F071105,R/C PRIM SCH. POANO 2,132,542
F071106,AFRANSIE METH PRIM SCH,132,418
F071201,NTINANKO R/C PRIM SCH,132,442
F071202,NTINANKO M/A JHS 1,132,488
F071203,NTINANKO M/A JHS 2,132,324
F071204,ODIKRO'S HOUSE ATWOTWOSU,132,300
F071205,M/A PRIM SCH OSEI KORKORKROM,132,268
F071206,CMB SHED. DENYASEFOKROM,132,201
F071301,SARFOKROM M/A JHS,132,430
F071302,SUMKYEREKROM M/A PRIM,132,265
F071303,KWABENA NKWANTA M/A PRIM,132,366
F071304,AMANHYIA M/A PRIM,132,233
F071401,DWUMAKRO M/A PRIM,132,155
